Tourney_Date,Year,Surface,Round,p1_id,p2_id,elo_diff,surface_elo_diff,age_diff,target
2023-01-09,2023,Hard,R32,800571400.0,800535273.0,-106.72339363737478,-121.64560834165809,0.0,1
2023-01-09,2023,Hard,R128,800578636.0,800573472.0,-43.35297580112933,-24.91558520950707,0.0,1
2023-01-09,2023,Hard,SF,800522969.0,800516662.0,27.03569788607774,86.5481205867809,0.0,0
2023-01-09,2023,Hard,R128,800675847.0,800620665.0,173.85144905899028,120.38608197319672,0.0,1
2023-01-09,2023,Hard,R64,800540204.0,800589617.0,-40.58212143073911,-38.02760880333085,1.0,0
2023-01-09,2023,Hard,R128,800723217.0,800547392.0,176.0333733777802,162.0354500968415,0.0,0
2023-01-09,2023,Hard,R64,800637158.0,800621635.0,167.7951034792825,156.61536379141717,-1.0,1
2023-01-09,2023,Hard,R32,800637158.0,800628822.0,-4.375168292778653,16.749182815699896,0.0,1
2023-01-09,2023,Hard,R64,800628822.0,800689053.0,45.96241188384556,44.54266379830506,-1.0,1
2023-01-09,2023,Hard,R128,800506840.0,800556766.0,7.004822165830774,28.91559809054297,0.0,1
2023-01-09,2023,Hard,R128,800548587.0,800631089.0,90.74469919523881,54.82127335924042,2.0,1
2023-01-09,2023,Hard,R64,800578769.0,800546436.0,-242.37186042223175,-198.13573080010974,-1.0,0
2023-01-09,2023,Hard,R128,800590805.0,800830803.0,-113.93204930654588,-117.05489198719988,0.0,0
2023-01-09,2023,Hard,QF,800594000.0,800684391.0,-104.15692075416177,-103.7383166176769,0.0,0
2023-01-09,2023,Hard,R128,800673558.0,800631994.0,-75.8468521326397,-92.42328396018524,0.0,0
2023-01-09,2023,Hard,R64,800587831.0,800599508.0,152.06411580364966,149.21859057312645,-1.0,1
2023-01-09,2023,Hard,R128,800630445.0,800684391.0,-133.02365510569712,-132.71952428753116,0.0,0
2023-01-09,2023,Hard,R64,800583435.0,800551611.0,-116.74485351448993,-111.33676606054928,0.0,1
2023-01-09,2023,Hard,R64,800551634.0,800557782.0,-30.612256933417257,-21.36244007027767,0.0,1
2023-01-09,2023,Hard,R128,800520666.0,800510242.0,104.83193935460758,39.13815478826018,0.0,1
2023-01-09,2023,Hard,R128,800535820.0,800587831.0,113.73582142865075,98.11265003319727,1.0,1
2023-01-09,2023,Hard,R64,800537717.0,800562150.0,-90.40024511952038,-76.16934981154168,0.0,1
2023-01-09,2023,Hard,R128,800689149.0,800628822.0,9.979202230834971,8.41436868521032,1.0,0
2023-01-09,2023,Hard,R128,800585064.0,800552982.0,-96.76934989360188,-101.7415307567635,0.0,0
2023-01-09,2023,Hard,R128,800684391.0,800586480.0,214.1376485475796,209.43184467055562,0.0,1
2023-01-09,2023,Hard,R128,800514136.0,800537717.0,-107.97976190109466,-98.23762223348967,0.0,0
2023-01-09,2023,Hard,R128,800769714.0,800589616.0,-57.75056611049604,-15.571889425234758,0.0,0
2023-01-09,2023,Hard,R64,800705695.0,800655684.0,168.7822433120357,168.5225199333645,1.0,1
2023-01-09,2023,Hard,R64,800506840.0,800579768.0,112.63881712373086,67.56641796566805,0.0,0
2023-01-09,2023,Hard,R32,800585917.0,800589617.0,-49.37363934569203,-35.99633146804422,1.0,1
2023-01-09,2023,Hard,R128,800569393.0,800806274.0,154.62876584960577,136.4186564320005,0.0,1
2023-01-09,2023,Hard,R64,800551421.0,800567687.0,-33.71897796265716,-0.9914026442290833,0.0,1
2023-01-09,2023,Hard,R128,800677360.0,800629808.0,-74.10152687788673,-81.62331383399692,1.0,0
2023-01-09,2023,Hard,R32,800551421.0,800544554.0,-158.99822591453722,-90.01139282882286,0.0,0
2023-01-09,2023,Hard,SF,800660087.0,800649695.0,35.54560315337835,47.67143311981454,0.0,1
2023-01-09,2023,Hard,R128,800688364.0,800582486.0,-11.459404363787144,-12.263444665636143,0.0,0
2023-01-09,2023,Hard,QF,800592997.0,800510759.0,118.97404554936293,64.27932357248119,-1.0,1
2023-01-09,2023,Hard,R128,800522893.0,800622843.0,10.210629564596502,21.721511362631873,0.0,1
2023-01-09,2023,Hard,R128,800505688.0,800629329.0,0.20507640636310498,-2.666792338683763,0.0,1
2023-01-09,2023,Hard,R128,800692773.0,800594243.0,-12.617132798016883,-5.523797594559255,0.0,0
2023-01-09,2023,Hard,R64,800547017.0,800592997.0,-187.88974104957083,-177.87814657995386,1.0,0
2023-01-09,2023,Hard,QF,800543197.0,800546436.0,-146.90427198646262,-145.2805710479122,0.0,1
2023-01-09,2023,Hard,R128,800683011.0,800561382.0,0.0,0.0,-2.0,0
2023-01-09,2023,Hard,R128,800566258.0,800523197.0,-121.40890991393599,-137.2015507737549,0.0,0
2023-01-09,2023,Hard,R64,800584310.0,800537711.0,-101.45748072826495,-61.0193662134584,0.0,1
2023-01-09,2023,Hard,R128,800522176.0,800568143.0,76.13729031695516,65.2533008003461,0.0,1
2023-01-09,2023,Hard,R128,800647900.0,800651414.0,175.8772454776581,104.59115386087592,0.0,1
2023-01-09,2023,Hard,R128,800508088.0,800651938.0,243.49454109120575,223.33970438446067,0.0,1
2023-01-09,2023,Hard,R128,800700503.0,800655236.0,-39.55886662209173,-40.58949818862084,0.0,0
2023-01-09,2023,Hard,R64,800830803.0,800684391.0,48.782034065337484,52.262244394444906,0.0,1
